"","ProbeID","Codeset.Name","Probe.Label","Analyte.Type","Is.Control","Control.Type","Related.Probes","Probe.Annotation","KEGG.Pathways","Cell.Type","Official.Gene.Name","probeLabel.Type","below.threshold"
"IRF1 - mRNA","NM_002198.2:557","NS_IO_360_V1.0","IRF1","mRNA",0,"","","Interferon Signaling;Cytotoxicity","hsa04917;hsa05133;hsa05160","","IRF1","IRF1 - mRNA","False"
"ATF3 - mRNA","NM_001674.3:1487","NS_IO_360_V1.0","ATF3","mRNA",0,"","","Antigen Presentation","hsa05166","","ATF3","ATF3 - mRNA","False"
"NFIL3 - mRNA","NM_001289999.1:1466","NS_IO_360_V1.0","NFIL3","mRNA",0,"","","Angiogenesis","","","NFIL3","NFIL3 - mRNA","False"
"CXCL14 - mRNA","NM_004887.4:990","NS_IO_360_V1.0","CXCL14","mRNA",0,"","","Cytokine and Chemokine Signaling","hsa04060;hsa04062","","CXCL14","CXCL14 - mRNA","False"
"SGK1 - mRNA","NM_005627.3:1621","NS_IO_360_V1.0","SGK1","mRNA",0,"","","PI3K-Akt;Metabolic Stress","hsa04068;hsa04151;hsa04960","","SGK1","SGK1 - mRNA","False"
"HLA-C - mRNA","NM_002117.4:898","NS_IO_360_V1.0","HLA-C","mRNA",0,"","","Interferon Signaling;Immune Cell Adhesion and Migration;Antigen Presentation","hsa04144;hsa04145;hsa04514;hsa04612;hsa04650;hsa04940;hsa05166;hsa05168;hsa05169;hsa05203;hsa05320;hsa05330;hsa05332;hsa05416","","HLA-C","HLA-C - mRNA","False"
"GLUL - mRNA","NM_002065.6:1485","NS_IO_360_V1.0","GLUL","mRNA",0,"","","","hsa00220;hsa00250;hsa04724;hsa04727","","GLUL","GLUL - mRNA","False"
"EGR1 - mRNA","NM_001964.2:2034","NS_IO_360_V1.0","EGR1","mRNA",0,"","","Lymphoid Compartment;Interferon Signaling;Costimulatory Signaling","hsa04933;hsa05020;hsa05166","","EGR1","EGR1 - mRNA","False"
"TNFAIP6 - mRNA","NM_007115.3:165","NS_IO_360_V1.0","TNFAIP6","mRNA",0,"","","Myeloid Compartment;Angiogenesis","","","TNFAIP6","TNFAIP6 - mRNA","False"
"ERO1A - mRNA","NM_014584.2:963","NS_IO_360_V1.0","ERO1A","mRNA",0,"","","Metabolic Stress","hsa04141","","ERO1A","ERO1A - mRNA","False"
"IFNGR2 - mRNA","NM_005534.3:1963","NS_IO_360_V1.0","IFNGR2","mRNA",0,"","","JAK-STAT Signaling;Interferon Signaling;Hypoxia","hsa04060;hsa04066;hsa04380;hsa04630;hsa04650;hsa05132;hsa05140;hsa05142;hsa05145;hsa05152;hsa05162;hsa05164;hsa05168;hsa05321","","IFNGR2","IFNGR2 - mRNA","False"
"ITGAV - mRNA","NM_001144999.2:2701","NS_IO_360_V1.0","ITGAV","mRNA",0,"","","PI3K-Akt;Matrix Remodeling and Metastasis;Immune Cell Adhesion and Migration;Antigen Presentation;Angiogenesis","hsa04145;hsa04151;hsa04510;hsa04512;hsa04514;hsa04810;hsa04919;hsa05200;hsa05205;hsa05222;hsa05410;hsa05412;hsa05414","","ITGAV","ITGAV - mRNA","False"
"AKT1 - mRNA","NM_005163.2:2207","NS_IO_360_V1.0","AKT1","mRNA",0,"","","PI3K-Akt;Metabolic Stress;MAPK;JAK-STAT Signaling;Hypoxia;Cytokine and Chemokine Signaling;Costimulatory Signaling;Autophagy;Apoptosis","hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04530;hsa04550;hsa04611;hsa04620;hsa04630;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04722;hsa04725;hsa04728;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04920;hsa04922;hsa04923;hsa04931;hsa04932;hsa04933;hsa04973;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231","","AKT1","AKT1 - mRNA","False"
"BAX - mRNA","NM_004324.3:330","NS_IO_360_V1.0","BAX","mRNA",0,"","","Apoptosis","hsa04071;hsa04115;hsa04141;hsa04210;hsa04211;hsa04722;hsa04932;hsa04933;hsa05014;hsa05016;hsa05020;hsa05152;hsa05161;hsa05166;hsa05200;hsa05203;hsa05210","","BAX","BAX - mRNA","False"
"CCND1 - mRNA","NM_053056.2:857","NS_IO_360_V1.0","CCND1","mRNA",0,"","","Wnt Signaling;PI3K-Akt;Notch Signaling;JAK-STAT Signaling;Epigenetic Regulation;Cell Proliferation","hsa04068;hsa04110;hsa04115;hsa04151;hsa04152;hsa04310;hsa04390;hsa04510;hsa04630;hsa04917;hsa04919;hsa04921;hsa04933;hsa05161;hsa05162;hsa05166;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05222;hsa05223;hsa05416","","CCND1","CCND1 - mRNA","False"
"CD47 - mRNA","NM_001777.3:901","NS_IO_360_V1.0","CD47","mRNA",0,"","","Myeloid Compartment;Matrix Remodeling and Metastasis;Cytotoxicity","hsa04512","","CD47","CD47 - mRNA","False"
"ICAM1 - mRNA","NM_000201.2:2253","NS_IO_360_V1.0","ICAM1","mRNA",0,"","","Matrix Remodeling and Metastasis;Interferon Signaling;Immune Cell Adhesion and Migration","hsa04064;hsa04514;hsa04650;hsa04668;hsa04670;hsa04933;hsa05143;hsa05144;hsa05150;hsa05164;hsa05166;hsa05169;hsa05323;hsa05416","","ICAM1","ICAM1 - mRNA","False"
"RB1 - mRNA","NM_000321.2:2769","NS_IO_360_V1.0","RB1","mRNA",0,"","","Metabolic Stress;Cell Proliferation","hsa04110;hsa05161;hsa05166;hsa05169;hsa05200;hsa05203;hsa05212;hsa05214;hsa05215;hsa05218;hsa05219;hsa05220;hsa05222;hsa05223","","RB1","RB1 - mRNA","False"
"API5 - mRNA","NM_001142930.1:1552","NS_IO_360_V1.0","API5","mRNA",0,"","","","","","API5","API5 - mRNA","False"
"CD276 - mRNA","NM_001024736.1:2119","NS_IO_360_V1.0","CD276","mRNA",0,"","","Immune Cell Adhesion and Migration","hsa04514","","CD276","CD276 - mRNA","False"
"SFXN1 - mRNA","NM_001322977.1:191","NS_IO_360_V1.0","SFXN1","mRNA",0,"","","","","","SFXN1","SFXN1 - mRNA","False"
"SIRPA - mRNA","NM_001040023.1:3355","NS_IO_360_V1.0","SIRPA","mRNA",0,"","","Myeloid Compartment;Cytotoxicity","hsa04380","","SIRPA","SIRPA - mRNA","False"
"CD44 - mRNA","NM_001001392.1:566","NS_IO_360_V1.0","CD44","mRNA",0,"","","Matrix Remodeling and Metastasis;Interferon Signaling;Costimulatory Signaling","hsa04512;hsa04640;hsa05131;hsa05169;hsa05205;hsa05206","","CD44","CD44 - mRNA","False"
"RRM2 - mRNA","NM_001034.1:490","NS_IO_360_V1.0","RRM2","mRNA",0,"","","Cell Proliferation","hsa00230;hsa00240;hsa04115","","RRM2","RRM2 - mRNA","False"
"EIF4EBP1 - mRNA","NM_004095.3:673","NS_IO_360_V1.0","EIF4EBP1","mRNA",0,"","","PI3K-Akt;Metabolic Stress;Hypoxia","hsa04012;hsa04066;hsa04150;hsa04151;hsa04152;hsa04211;hsa04910;hsa05221;hsa05231","","EIF4EBP1","EIF4EBP1 - mRNA","False"
"TYMS - mRNA","NM_001071.1:395","NS_IO_360_V1.0","TYMS","mRNA",0,"","","Cell Proliferation","hsa00240","","TYMS","TYMS - mRNA","False"
"CCNB1 - mRNA","NM_031966.2:710","NS_IO_360_V1.0","CCNB1","mRNA",0,"","","Cell Proliferation","hsa04068;hsa04110;hsa04114;hsa04115;hsa04914","","CCNB1","CCNB1 - mRNA","False"
"HMGA1 - mRNA","NM_145902.2:906","NS_IO_360_V1.0","HMGA1","mRNA",0,"","","Metabolic Stress;Epigenetic Regulation","","","HMGA1","HMGA1 - mRNA","False"
"NT5E - mRNA","NM_002526.3:3526","NS_IO_360_V1.0","NT5E","mRNA",0,"","","","hsa00230;hsa00240","","NT5E","NT5E - mRNA","False"
"DPP4 - mRNA","NM_001935.3:1861","NS_IO_360_V1.0","DPP4","mRNA",0,"","","Lymphoid Compartment;Costimulatory Signaling","hsa04974","","DPP4","DPP4 - mRNA","False"
"IFI27 - mRNA","NM_005532.3:390","NS_IO_360_V1.0","IFI27","mRNA",0,"","","Lymphoid Compartment;Interferon Signaling;Cytotoxicity","","","IFI27","IFI27 - mRNA","False"
"STAT1 - mRNA","NM_007315.3:239","NS_IO_360_V1.0","STAT1","mRNA",0,"","","Lymphoid Compartment;JAK-STAT Signaling;Interferon Signaling;Cytotoxicity;Cytokine and Chemokine Signaling","hsa04062;hsa04380;hsa04620;hsa04630;hsa04917;hsa04919;hsa04933;hsa05140;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05200;hsa05212;hsa05321","","STAT1","STAT1 - mRNA","False"
"PTPN11 - mRNA","NM_001330437.1:228","NS_IO_360_V1.0","PTPN11","mRNA",0,"","","MAPK;JAK-STAT Signaling;Interferon Signaling;Immune Cell Adhesion and Migration;Costimulatory Signaling","hsa04014;hsa04072;hsa04630;hsa04650;hsa04670;hsa04722;hsa04920;hsa04931;hsa05120;hsa05168;hsa05205;hsa05211;hsa05220","","PTPN11","PTPN11 - mRNA","False"
"TFRC - mRNA","NM_003234.1:1220","NS_IO_360_V1.0","TFRC","mRNA",1,"Housekeeping","","","","","TFRC","TFRC - mRNA","False"
"GLUD1 - mRNA","NM_005271.2:2680","NS_IO_360_V1.0","GLUD1","mRNA",0,"","","","hsa00220;hsa00250","","GLUD1","GLUD1 - mRNA","False"
"ITGA6 - mRNA","NM_001316306.1:1982","NS_IO_360_V1.0","ITGA6","mRNA",0,"","","PI3K-Akt;Matrix Remodeling and Metastasis;Immune Cell Adhesion and Migration","hsa04151;hsa04510;hsa04512;hsa04514;hsa04640;hsa04810;hsa05145;hsa05200;hsa05222;hsa05410;hsa05412;hsa05414","","ITGA6","ITGA6 - mRNA","False"
"NOTCH2 - mRNA","NM_024408.3:2842","NS_IO_360_V1.0","NOTCH2","mRNA",0,"","","Notch Signaling","hsa04330;hsa04919;hsa05206","","NOTCH2","NOTCH2 - mRNA","False"
"DUSP5 - mRNA","NM_004419.3:675","NS_IO_360_V1.0","DUSP5","mRNA",0,"","","MAPK","hsa04010","","DUSP5","DUSP5 - mRNA","False"
"BCL2L1 - mRNA","NM_001191.3:1421","NS_IO_360_V1.0","BCL2L1","mRNA",0,"","","PI3K-Akt;MAPK;JAK-STAT Signaling;Autophagy;Apoptosis","hsa04014;hsa04064;hsa04151;hsa04210;hsa04630;hsa05014;hsa05145;hsa05166;hsa05200;hsa05202;hsa05212;hsa05220;hsa05222","","BCL2L1","BCL2L1 - mRNA","False"
"CDKN1A - mRNA","NM_000389.2:1975","NS_IO_360_V1.0","CDKN1A","mRNA",0,"","","PI3K-Akt;Myeloid Compartment;Metabolic Stress;JAK-STAT Signaling;Hypoxia;Cell Proliferation","hsa04012;hsa04066;hsa04068;hsa04110;hsa04115;hsa04151;hsa04630;hsa04921;hsa05160;hsa05161;hsa05166;hsa05169;hsa05200;hsa05202;hsa05203;hsa05205;hsa05206;hsa05214;hsa05215;hsa05218;hsa05219;hsa05220","","CDKN1A","CDKN1A - mRNA","False"
"FOSL1 - mRNA","NM_005438.3:1320","NS_IO_360_V1.0","FOSL1","mRNA",0,"","","Wnt Signaling;Myeloid Compartment","hsa04310;hsa04380;hsa05166","","FOSL1","FOSL1 - mRNA","False"
"GOT2 - mRNA","NM_002080.3:674","NS_IO_360_V1.0","GOT2","mRNA",0,"","","Metabolic Stress","hsa00220;hsa00250;hsa00270;hsa00330","","GOT2","GOT2 - mRNA","False"
"TWF1 - mRNA","NM_002822.4:1574","NS_IO_360_V1.0","TWF1","mRNA",0,"","","","","","TWF1","TWF1 - mRNA","False"
"CDK6 - mRNA","NM_001145306.1:1373","NS_IO_360_V1.0","CDK6","mRNA",0,"","","PI3K-Akt;Metabolic Stress;Cell Proliferation","hsa04110;hsa04115;hsa04151;hsa05161;hsa05162;hsa05200;hsa05203;hsa05206;hsa05212;hsa05214;hsa05218;hsa05220;hsa05222;hsa05223","","CDK6","CDK6 - mRNA","False"
"CCND2 - mRNA","NM_001759.2:5825","NS_IO_360_V1.0","CCND2","mRNA",0,"","","Wnt Signaling;PI3K-Akt;JAK-STAT Signaling;Cell Proliferation;Angiogenesis","hsa04068;hsa04110;hsa04115;hsa04151;hsa04310;hsa04390;hsa04510;hsa04630;hsa04917;hsa05162;hsa05166;hsa05202;hsa05203;hsa05206","","CCND2","CCND2 - mRNA","False"
"MYC - mRNA","NM_002467.3:1615","NS_IO_360_V1.0","MYC","mRNA",0,"","","Wnt Signaling;TGF-beta Signaling;PI3K-Akt;Notch Signaling;Metabolic Stress;MAPK;JAK-STAT Signaling;Cell Proliferation","hsa04010;hsa04012;hsa04110;hsa04151;hsa04310;hsa04350;hsa04390;hsa04550;hsa04630;hsa04919;hsa05161;hsa05166;hsa05169;hsa05200;hsa05202;hsa05205;hsa05206;hsa05210;hsa05213;hsa05216;hsa05219;hsa05220;hsa05221;hsa05222;hsa05230","","MYC","MYC - mRNA","False"
"GPR160 - mRNA","NM_014373.1:760","NS_IO_360_V1.0","GPR160","mRNA",0,"","","","","","GPR160","GPR160 - mRNA","False"
"FLNB - mRNA","NM_001164319.1:8980","NS_IO_360_V1.0","FLNB","mRNA",0,"","","MAPK;Interferon Signaling","hsa04010;hsa04510;hsa05132;hsa05205","","FLNB","FLNB - mRNA","False"
"STAT3 - mRNA","NM_003150.3:2936","NS_IO_360_V1.0","STAT3","mRNA",0,"","","Metabolic Stress;JAK-STAT Signaling;Hypoxia;Cytokine and Chemokine Signaling","hsa04062;hsa04066;hsa04068;hsa04550;hsa04630;hsa04917;hsa04920;hsa04931;hsa04933;hsa05145;hsa05160;hsa05161;hsa05162;hsa05169;hsa05200;hsa05203;hsa05205;hsa05206;hsa05212;hsa05221;hsa05321","","STAT3","STAT3 - mRNA","False"
"PSMB5 - mRNA","NM_001130725.1:426","NS_IO_360_V1.0","PSMB5","mRNA",0,"","","NF-kappaB Signaling;Hedgehog Signaling;Costimulatory Signaling;Cell Proliferation;Apoptosis;Antigen Presentation","hsa03050","","PSMB5","PSMB5 - mRNA","False"
"PROM1 - mRNA","NM_001145847.1:596","NS_IO_360_V1.0","PROM1","mRNA",0,"","","","hsa05202","","PROM1","PROM1 - mRNA","False"
"CDH2 - mRNA","NM_001792.3:3067","NS_IO_360_V1.0","CDH2","mRNA",0,"","","Immune Cell Adhesion and Migration","hsa04514;hsa05412","","CDH2","CDH2 - mRNA","False"
"BNIP3L - mRNA","NM_001330491.1:2559","NS_IO_360_V1.0","BNIP3L","mRNA",0,"","","","","","BNIP3L","BNIP3L - mRNA","False"
"PARP4 - mRNA","NM_006437.3:1399","NS_IO_360_V1.0","PARP4","mRNA",0,"","","DNA Damage Repair","","","PARP4","PARP4 - mRNA","False"
"JAK1 - mRNA","NM_002227.1:285","NS_IO_360_V1.0","JAK1","mRNA",0,"","","PI3K-Akt;Lymphoid Compartment;JAK-STAT Signaling;Interferon Signaling;Cytotoxicity","hsa04151;hsa04380;hsa04550;hsa04630;hsa05140;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05168;hsa05169;hsa05200;hsa05203;hsa05212","","JAK1","JAK1 - mRNA","False"
"NRAS - mRNA","NM_002524.4:2168","NS_IO_360_V1.0","NRAS","mRNA",0,"","","PI3K-Akt;Metabolic Stress;MAPK;Cytokine and Chemokine Signaling;Autophagy","hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04151;hsa04211;hsa04213;hsa04360;hsa04370;hsa04530;hsa04540;hsa04550;hsa04650;hsa04660;hsa04662;hsa04664;hsa04720;hsa04722;hsa04725;hsa04726;hsa04810;hsa04910;hsa04912;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04933;hsa05034;hsa05160;hsa05161;hsa05166;hsa05200;hsa05203;hsa05205;hsa05206;hsa05211;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05230;hsa05231","","NRAS","NRAS - mRNA","False"
"ITGB3 - mRNA","NM_000212.2:4485","NS_IO_360_V1.0","ITGB3","mRNA",0,"","","PI3K-Akt;Matrix Remodeling and Metastasis;Immune Cell Adhesion and Migration","hsa04015;hsa04145;hsa04151;hsa04380;hsa04510;hsa04512;hsa04611;hsa04640;hsa04810;hsa04919;hsa05205;hsa05206;hsa05410;hsa05412;hsa05414","","ITGB3","ITGB3 - mRNA","False"
"GOT1 - mRNA","NM_002079.2:568","NS_IO_360_V1.0","GOT1","mRNA",0,"","","Metabolic Stress","hsa00220;hsa00250;hsa00270;hsa00330","","GOT1","GOT1 - mRNA","False"
"EPCAM - mRNA","NM_002354.2:499","NS_IO_360_V1.0","EPCAM","mRNA",0,"","","","","","EPCAM","EPCAM - mRNA","False"
"AXL - mRNA","NM_001699.4:1535","NS_IO_360_V1.0","AXL","mRNA",0,"","","","","","AXL","AXL - mRNA","False"
"GPC4 - mRNA","NM_001448.2:820","NS_IO_360_V1.0","GPC4","mRNA",0,"","","Wnt Signaling","hsa04310","","GPC4","GPC4 - mRNA","False"
"H2AFX - mRNA","NM_002105.2:521","NS_IO_360_V1.0","H2AFX","mRNA",0,"","","Metabolic Stress;Epigenetic Regulation;DNA Damage Repair;Cell Proliferation","hsa05034;hsa05322","","H2AFX","H2AFX - mRNA","False"
"NFKB1 - mRNA","NM_003998.3:2920","NS_IO_360_V1.0","NFKB1","mRNA",0,"","","PI3K-Akt;NF-kappaB Signaling;Metabolic Stress;MAPK;Hypoxia;Cytokine and Chemokine Signaling;Costimulatory Signaling","hsa04010;hsa04014;hsa04024;hsa04062;hsa04064;hsa04066;hsa04071;hsa04151;hsa04210;hsa04211;hsa04380;hsa04620;hsa04621;hsa04622;hsa04623;hsa04660;hsa04662;hsa04668;hsa04722;hsa04917;hsa04920;hsa04931;hsa04932;hsa04933;hsa05120;hsa05131;hsa05132;hsa05133;hsa05134;hsa05140;hsa05142;hsa05145;hsa05146;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05168;hsa05169;hsa05200;hsa05202;hsa05203;hsa05206;hsa05212;hsa05215;hsa05220;hsa05221;hsa05222;hsa05321","","NFKB1","NFKB1 - mRNA","False"
"DNMT1 - mRNA","NM_001130823.2:2500","NS_IO_360_V1.0","DNMT1","mRNA",0,"","","Epigenetic Regulation","hsa00270;hsa05206","","DNMT1","DNMT1 - mRNA","False"
"PARP12 - mRNA","NM_022750.3:1843","NS_IO_360_V1.0","PARP12","mRNA",0,"","","","","","PARP12","PARP12 - mRNA","False"
"E2F3 - mRNA","NM_001243076.2:2707","NS_IO_360_V1.0","E2F3","mRNA",0,"","","Notch Signaling;Metabolic Stress;Cell Proliferation;Angiogenesis","hsa04110;hsa05161;hsa05166;hsa05200;hsa05206;hsa05212;hsa05214;hsa05215;hsa05218;hsa05219;hsa05220;hsa05222;hsa05223","","E2F3","E2F3 - mRNA","False"
"TLK2 - mRNA","NM_006852.3:2286","NS_IO_360_V1.0","TLK2","mRNA",1,"Housekeeping","","","","","TLK2","TLK2 - mRNA","False"
"NBN - mRNA","NM_002485.4:1046","NS_IO_360_V1.0","NBN","mRNA",0,"","","Metabolic Stress;DNA Damage Repair;Cell Proliferation","hsa03440","","NBN","NBN - mRNA","False"
"RAD50 - mRNA","NM_005732.3:1357","NS_IO_360_V1.0","RAD50","mRNA",0,"","","Metabolic Stress;DNA Damage Repair;Cell Proliferation","hsa03440","","RAD50","RAD50 - mRNA","False"
"SREBF1 - mRNA","NM_001005291.1:1392","NS_IO_360_V1.0","SREBF1","mRNA",0,"","","","hsa04152;hsa04910;hsa04931;hsa04932","","SREBF1","SREBF1 - mRNA","False"
"PMS2 - mRNA","NM_000535.6:894","NS_IO_360_V1.0","PMS2","mRNA",0,"","","DNA Damage Repair","hsa03430;hsa03460","","PMS2","PMS2 - mRNA","False"
"TYMP - mRNA","NM_001113755.2:645","NS_IO_360_V1.0","TYMP","mRNA",0,"","","Angiogenesis","hsa00240;hsa05219","","TYMP","TYMP - mRNA","False"
"PSMB8 - mRNA","NM_004159.4:1080","NS_IO_360_V1.0","PSMB8","mRNA",0,"","","NF-kappaB Signaling;Interferon Signaling;Hedgehog Signaling;Costimulatory Signaling;Cell Proliferation;Apoptosis;Antigen Presentation","hsa03050","","PSMB8","PSMB8 - mRNA","False"
"IFITM2 - mRNA","NM_006435.2:390","NS_IO_360_V1.0","IFITM2","mRNA",0,"","","Interferon Signaling;Cytotoxicity","","","IFITM2","IFITM2 - mRNA","False"
"CEBPB - mRNA","NM_005194.3:1731","NS_IO_360_V1.0","CEBPB","mRNA",0,"","","Myeloid Compartment;Metabolic Stress","hsa04668;hsa05152;hsa05202","","CEBPB","CEBPB - mRNA","False"
"TGFB1 - mRNA","NM_000660.4:1473","NS_IO_360_V1.0","TGFB1","mRNA",0,"","","TGF-beta Signaling;Matrix Remodeling and Metastasis;MAPK","hsa04010;hsa04060;hsa04068;hsa04110;hsa04144;hsa04350;hsa04380;hsa04390;hsa04672;hsa04932;hsa04933;hsa05140;hsa05142;hsa05144;hsa05145;hsa05146;hsa05152;hsa05161;hsa05166;hsa05200;hsa05205;hsa05210;hsa05211;hsa05212;hsa05220;hsa05321;hsa05323;hsa05410;hsa05414","","TGFB1","TGFB1 - mRNA","False"
"DTX3L - mRNA","NM_138287.3:1543","NS_IO_360_V1.0","DTX3L","mRNA",0,"","","Notch Signaling;Antigen Presentation","hsa04330","","DTX3L","DTX3L - mRNA","False"
"IFI16 - mRNA","NM_001206567.1:2351","NS_IO_360_V1.0","IFI16","mRNA",0,"","","Interferon Signaling;Cytotoxicity","","","IFI16","IFI16 - mRNA","False"
"TAPBP - mRNA","NM_003190.4:1082","NS_IO_360_V1.0","TAPBP","mRNA",0,"","","Antigen Presentation","hsa04612","","TAPBP","TAPBP - mRNA","False"
"CD68 - mRNA","NM_001251.2:1140","NS_IO_360_V1.0","CD68","mRNA",0,"","","","hsa04142","Macrophages","CD68","CD68 - mRNA","False"
"MAP3K7 - mRNA","NM_003188.3:1178","NS_IO_360_V1.0","MAP3K7","mRNA",0,"","","Wnt Signaling;MAPK;Costimulatory Signaling;Autophagy","hsa04010;hsa04064;hsa04152;hsa04310;hsa04380;hsa04520;hsa04620;hsa04621;hsa04622;hsa04660;hsa04668;hsa05140;hsa05145;hsa05162;hsa05168;hsa05169","","MAP3K7","MAP3K7 - mRNA","False"
"P4HA2 - mRNA","NM_001017973.1:1748","NS_IO_360_V1.0","P4HA2","mRNA",0,"","","","hsa00330","","P4HA2","P4HA2 - mRNA","False"
"TNFRSF11B - mRNA","NM_002546.3:572","NS_IO_360_V1.0","TNFRSF11B","mRNA",0,"","","NF-kappaB Signaling","hsa04060;hsa04380","","TNFRSF11B","TNFRSF11B - mRNA","False"
"CDK2 - mRNA","NM_001290230.1:1543","NS_IO_360_V1.0","CDK2","mRNA",0,"","","PI3K-Akt;Metabolic Stress;DNA Damage Repair;Cell Proliferation","hsa04068;hsa04110;hsa04114;hsa04115;hsa04151;hsa04914;hsa05161;hsa05162;hsa05168;hsa05169;hsa05200;hsa05203;hsa05215;hsa05222","","CDK2","CDK2 - mRNA","False"
"MRPL19 - mRNA","NM_014763.3:385","NS_IO_360_V1.0","MRPL19","mRNA",1,"Housekeeping","","","","","MRPL19","MRPL19 - mRNA","False"
"LIF - mRNA","NM_002309.4:3740","NS_IO_360_V1.0","LIF","mRNA",0,"","","Myeloid Compartment;JAK-STAT Signaling;Cytotoxicity","hsa04060;hsa04550;hsa04630;hsa04668","","LIF","LIF - mRNA","False"
"SDHA - mRNA","NM_004168.3:342","NS_IO_360_V1.0","SDHA","mRNA",1,"Housekeeping","","","","","SDHA","SDHA - mRNA","False"
"P4HA1 - mRNA","NM_000917.3:805","NS_IO_360_V1.0","P4HA1","mRNA",0,"","","","hsa00330","","P4HA1","P4HA1 - mRNA","False"
"TGFBR1 - mRNA","NM_001130916.2:3011","NS_IO_360_V1.0","TGFBR1","mRNA",0,"","","TGF-beta Signaling;MAPK","hsa04010;hsa04060;hsa04068;hsa04144;hsa04350;hsa04380;hsa04390;hsa04520;hsa04933;hsa05142;hsa05161;hsa05166;hsa05200;hsa05210;hsa05212;hsa05220","","TGFBR1","TGFBR1 - mRNA","False"
"PDK1 - mRNA","NM_002610.3:401","NS_IO_360_V1.0","PDK1","mRNA",0,"","","Metabolic Stress;Hypoxia","hsa04066;hsa05230","","PDK1","PDK1 - mRNA","False"
"EIF2AK2 - mRNA","NM_001135652.2:516","NS_IO_360_V1.0","EIF2AK2","mRNA",0,"","","Interferon Signaling","hsa04141;hsa05160;hsa05162;hsa05164;hsa05168;hsa05169;hsa05203","","EIF2AK2","EIF2AK2 - mRNA","False"
"HK1 - mRNA","NM_000188.2:3355","NS_IO_360_V1.0","HK1","mRNA",0,"","","Metabolic Stress;Hypoxia","hsa00010;hsa00051;hsa04066;hsa04910;hsa04930;hsa04973;hsa05230","","HK1","HK1 - mRNA","False"
"PSMC4 - mRNA","NM_006503.2:300","NS_IO_360_V1.0","PSMC4","mRNA",1,"Housekeeping","","","","","PSMC4","PSMC4 - mRNA","False"
"ERCC3 - mRNA","NM_000122.1:1624","NS_IO_360_V1.0","ERCC3","mRNA",1,"Housekeeping","","","","","ERCC3","ERCC3 - mRNA","False"
"GLS - mRNA","NM_014905.4:165","NS_IO_360_V1.0","GLS","mRNA",0,"","","Metabolic Stress","hsa00220;hsa00250;hsa04724;hsa04727;hsa05206;hsa05230","","GLS","GLS - mRNA","False"
"ITGAE - mRNA","NM_002208.4:3647","NS_IO_360_V1.0","ITGAE","mRNA",0,"","","Matrix Remodeling and Metastasis;Immune Cell Adhesion and Migration","hsa04810","","ITGAE","ITGAE - mRNA","False"
"DAB2 - mRNA","NM_001244871.1:2475","NS_IO_360_V1.0","DAB2","mRNA",0,"","","Myeloid Compartment","hsa04144","","DAB2","DAB2 - mRNA","False"
"SMAP1 - mRNA","NM_001044305.2:823","NS_IO_360_V1.0","SMAP1","mRNA",0,"","","","hsa04144","","SMAP1","SMAP1 - mRNA","False"
"POLR2A - mRNA","NM_000937.2:3775","NS_IO_360_V1.0","POLR2A","mRNA",1,"Housekeeping","","","","","POLR2A","POLR2A - mRNA","False"
"MSH2 - mRNA","NM_000251.1:2514","NS_IO_360_V1.0","MSH2","mRNA",0,"","","DNA Damage Repair","hsa03430;hsa05200;hsa05210","","MSH2","MSH2 - mRNA","False"
